0.00.166.402 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.166.516 I srv          init: The UI is disabled
0.00.166.517 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.166.620 W srv  llama_server: -----------------
0.00.166.623 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.166.625 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.166.625 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.166.625 W srv  llama_server: -----------------
0.00.173.935 I srv    load_model: loading model 'C:\Users\PC\.lmstudio\models\ggml-org\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf'
0.01.202.208 W load: setting token '<|constrain|>' (200003) attribute to USER_DEFINED (16), old attributes: 8
0.01.202.384 W load: setting token '<|message|>' (200008) attribute to USER_DEFINED (16), old attributes: 8
0.01.207.128 W load: setting token '<|channel|>' (200005) attribute to USER_DEFINED (16), old attributes: 8
0.01.207.132 W load: setting token '<|start|>' (200006) attribute to USER_DEFINED (16), old attributes: 8
0.01.207.143 W load: special_eog_ids contains both '<|return|>' and '<|call|>', or '<|calls|>' and '<|flush|>' tokens, removing '<|end|>' token from EOG list
0.10.462.936 W llama_context: n_ctx_seq (133120) > n_ctx_train (131072) -- possible training context overflow
0.10.487.253 I cmn          init: llama threadpool init, n_threads = 6
0.10.676.425 W srv    load_model: the slot context (133120) exceeds the training context of the model (131072) - capping
0.10.707.442 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
0.10.707.552 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.10.715.015 I srv  llama_server: model loaded
0.10.715.020 I srv  llama_server: listening on http://127.0.0.1:8110
0.13.150.916 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.13.151.023 I slot launch_slot_: id  0 | task 1 | processing task, is_child = 0
0.16.494.470 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   2048, progress = 0.02, t =   3.34 s / 612.55 tokens per second
0.21.283.366 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4096, progress = 0.03, t =   8.13 s / 503.67 tokens per second
0.26.430.095 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6144, progress = 0.05, t =  13.28 s / 462.69 tokens per second
0.31.983.960 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   8192, progress = 0.06, t =  18.83 s / 434.99 tokens per second
0.38.418.561 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  10240, progress = 0.08, t =  25.27 s / 405.27 tokens per second
0.44.985.837 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  12288, progress = 0.10, t =  31.83 s / 386.00 tokens per second
0.51.927.759 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  14336, progress = 0.11, t =  38.78 s / 369.71 tokens per second
0.59.089.855 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  16384, progress = 0.13, t =  45.94 s / 356.65 tokens per second
1.06.469.312 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  18432, progress = 0.14, t =  53.32 s / 345.70 tokens per second
1.14.122.567 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  20480, progress = 0.16, t =  60.97 s / 335.90 tokens per second
1.22.007.362 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  22528, progress = 0.18, t =  68.86 s / 327.18 tokens per second
1.31.913.546 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  24576, progress = 0.19, t =  78.76 s / 312.03 tokens per second
1.41.193.083 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  26624, progress = 0.21, t =  88.04 s / 302.40 tokens per second
1.50.671.361 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  28672, progress = 0.22, t =  97.52 s / 294.01 tokens per second
2.00.118.693 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  30720, progress = 0.24, t = 106.97 s / 287.19 tokens per second
2.09.463.306 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  32768, progress = 0.26, t = 116.31 s / 281.73 tokens per second
2.19.160.646 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  34816, progress = 0.27, t = 126.01 s / 276.30 tokens per second
2.29.010.655 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  36864, progress = 0.29, t = 135.86 s / 271.34 tokens per second
2.39.103.406 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  38912, progress = 0.30, t = 145.95 s / 266.61 tokens per second
2.49.453.861 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  40960, progress = 0.32, t = 156.30 s / 262.06 tokens per second
3.00.035.496 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  43008, progress = 0.34, t = 166.88 s / 257.71 tokens per second
3.10.868.304 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =  45056, progress = 0.35, t = 177.72 s / 253.53 tokens per second
